8009_3#10 8009_3#4 8009_3#1 8009_3#11 8009_3#12 8009_3#2 8009_3#13 8009_3#3 8009_3#6 8009_3#9 8009_3#5 8009_3#8 8009_3#7
BPAG_0000672001-mRNA-1 39 23 67 27 57 35 30 30 73 46 106 59 77
BPAG_0000672101-mRNA-1 90 19 107 123 113 45 140 47 242 182 191 163 152
BPAG_0000672201-mRNA-1 2 0 0 1 2 1 1 1 97 90 1 2 4
BPAG_0000672301-mRNA-1 42 16 62 68 42 36 59 40 61 33 108 35 33
BPAG_0000672401-mRNA-1 2 0 0 3 7 4 4 2 476 461 1 1 1
BPAG_0000672601-mRNA-1 75 80 194 21 51 49 42 61 180 45 268 126 84
BPAG_0000672701-mRNA-1 0 37 86 0 1 57 0 36 74 2 107 0 64
BPAG_0000672901-mRNA-1 474 235 3 1 22 9 3 1 1 3 7 1 5
BPAG_0000673101-mRNA-1 94 50 104 72 51 56 46 48 56 29 83 47 26
BPAG_0000673201-mRNA-1 13 37 74 7 16 51 10 36 121 14 82 14 47
BPAG_0000673301-mRNA-1 49 30 40 29 48 56 15 23 22 18 35 4 42
BPAG_0000673401-mRNA-1 47 13 27 48 84 33 53 19 85 93 57 45 54
BPAG_0000673501-mRNA-1 54 112 264 40 79 225 49 131 362 63 265 45 130
BPAG_0000673601-mRNA-1 3 4 9 6 5 5 10 9 46 19 64 37 5
BPAG_0000673701-mRNA-1 37 20 46 32 46 23 35 39 49 51 37 16 22
BPAG_0000673801-mRNA-1 52 53 98 46 43 35 29 24 208 99 214 94 80
BPAG_0000673901-mRNA-1 41 63 36 12 388 988 23 88 64 13 154 53 55
BPAG_0000674001-mRNA-1 1 23 16 0 7 27 5 29 44 5 34 2 17
BPAG_0000674301-mRNA-1 0 0 0 1 0 0 1 1 109 62 13 1 0
BPAG_0000674401-mRNA-1 16 11 36 37 27 18 9 4 6 4 11 7 27
BPAG_0000674501-mRNA-1 0 1 3 1 0 1 0 5 93 59 2 2 0
BPAG_0000674601-mRNA-1 31 34 80 54 66 30 47 41 57 26 28 8 2
BPAG_0000674701-mRNA-1 37 10 61 59 53 20 25 15 60 51 57 54 39
BPAG_0000674801-mRNA-1 7 5 2 2 4 0 3 0 448 336 21 13 24
BPAG_0000675101-mRNA-1 5 1 10 1 4 3 99 84 175 128 72 28 4
BPAG_0000675301-mRNA-1 5 1 16 2 380 516 4 12 9 3 32 24 3
BPAG_0000675501-mRNA-1 17 23 57 13 17 37 6 35 105 20 87 21 41
BPAG_0000675601-mRNA-1 29 50 79 18 29 62 21 69 117 16 144 36 102
BPAG_0000675801-mRNA-1 110 39 120 105 129 80 106 75 143 73 213 104 106
BPAG_0000675901-mRNA-1 1574 814 9068 5365 442 165 3548 3554 79 42 211 80 2
BPAG_0000676101-mRNA-1 1 0 0 1 0 3 0 3 1830 1653 13 3 2
BPAG_0000676201-mRNA-1 39 12 18 21 43 17 19 8 151 96 72 41 19
BPAG_0000676901-mRNA-1 545 263 280 290 238 126 155 133 295 232 215 124 347
BPAG_0000677001-mRNA-1 1 1 0 0 1 0 0 0 503 363 1 0 0
BPAG_0000677101-mRNA-1 4 69 151 4 10 101 6 150 22 1 10 1 1
BPAG_0000677301-mRNA-1 770 264 505 620 702 346 528 291 643 565 654 522 303
BPAG_0000677501-mRNA-1 30 12 28 37 171 85 34 26 56 35 6 15 1
BPAG_0000677601-mRNA-1 8 19 27 3 5 22 3 28 53 2 51 4 40
BPAG_0000677801-mRNA-1 68 17 103 85 140 61 92 54 80 60 109 59 24
BPAG_0000677901-mRNA-1 104 17 168 212 94 39 176 61 57 53 107 78 12
BPAG_0000678001-mRNA-1 46 87 176 33 58 144 47 106 263 50 207 41 100
BPAG_0000678201-mRNA-1 17 20 72 31 45 66 12 48 56 16 49 14 19
BPAG_0000679001-mRNA-1 10 9 15 10 15 21 3 5 11 6 95 65 35
BPAG_0000679101-mRNA-1 224 69 114 112 186 69 149 91 143 102 105 62 31
BPAG_0000679201-mRNA-1 48 47 111 39 28 72 32 52 230 63 161 82 122
BPAG_0000679501-mRNA-1 41 20 122 114 188 102 88 41 128 68 74 18 1
BPAG_0000679601-mRNA-1 24 19 61 27 40 44 13 42 99 44 83 23 40
BPAG_0000679701-mRNA-1 24 13 19 13 24 9 19 15 47 38 79 44 27
BPAG_0000679901-mRNA-1 19 11 35 18 24 21 17 19 24 5 50 27 28
BPAG_0000680101-mRNA-1 73 31 76 62 71 48 51 33 167 58 98 65 53
BPAG_0000680501-mRNA-1 0 0 1 1 1 1 0 0 90 41 0 1 1
BPAG_0000680601-mRNA-1 35 9 29 4 21 15 22 17 64 37 53 30 18
BPAG_0000680701-mRNA-1 2 0 0 1 0 0 0 0 189 118 0 0 0
BPAG_0000681101-mRNA-1 76 91 191 73 81 72 103 94 245 109 152 53 42
BPAG_0000681201-mRNA-1 0 0 1 0 2 0 0 0 123 114 0 0 0
BPAG_0000681301-mRNA-1 47 37 134 108 106 65 112 97 173 118 173 85 59
BPAG_0000681501-mRNA-1 10 15 24 15 17 11 8 12 94 23 52 16 12
BPAG_0000681601-mRNA-1 28 42 153 39 30 44 21 76 55 21 146 19 31
BPAG_0000681701-mRNA-1 0 0 5 0 3 3 6 3 631 484 5 0 2
BPAG_0000682001-mRNA-1 0 0 0 0 2 0 0 0 137 117 0 0 1
BPAG_0000682101-mRNA-1 255 106 244 195 230 107 185 123 274 141 297 198 118
BPAG_0000682301-mRNA-1 1 1 6 4 4 1 3 1 2034 1461 9 3 0
BPAG_0000682501-mRNA-1 8 2 10 6 8 5 2 0 0 3 24 25 36
BPAG_0000682601-mRNA-1 0 36 49 1 0 25 0 25 55 2 98 2 35
BPAG_0000682801-mRNA-1 85 45 118 71 109 71 92 68 143 63 172 74 62
BPAG_0000683001-mRNA-1 2 0 1 0 0 1 0 1 67 31 1 0 0
BPAG_0000683101-mRNA-1 88 13 98 165 203 80 357 267 822 624 482 213 3
BPAG_0000683201-mRNA-1 103 59 123 185 178 80 75 65 105 42 76 29 91
BPAG_0000683601-mRNA-1 53 19 42 67 58 24 38 25 50 32 93 63 93
BPAG_0000683701-mRNA-1 52 55 140 77 61 107 75 84 217 74 314 90 65
BPAG_0000684101-mRNA-1 34 39 58 11 19 34 17 14 42 5 42 5 18
BPAG_0000684301-mRNA-1 154 51 51 52 95 25 35 12 156 140 43 47 23
BPAG_0000684501-mRNA-1 0 20 55 0 2 30 0 16 39 1 38 3 36
BPAG_0000684701-mRNA-1 288 294 342 199 214 221 150 188 641 279 716 336 245
BPAG_0000684801-mRNA-1 108 57 130 76 193 117 337 99 214 201 139 62 252
BPAG_0000685001-mRNA-1 351 125 67 85 123 53 42 29 444 296 112 51 114
BPAG_0000685101-mRNA-1 113 35 44 56 175 74 139 85 177 74 69 8 1
BPAG_0000685201-mRNA-1 5 61 137 4 5 83 1 61 140 5 166 10 114
BPAG_0000685301-mRNA-1 83 28 55 50 24 24 30 38 103 59 102 63 69
BPAG_0000685401-mRNA-1 1 1 0 0 2 2 1 0 484 386 23 16 0
BPAG_0000685501-mRNA-1 446 199 185 238 269 93 197 118 322 203 191 157 188
BPAG_0000685601-mRNA-1 7 0 6 3 12 11 2 5 1 2 477 461 0
BPAG_0000685701-mRNA-1 309 91 12 19 3 3 3 2 25 25 209 119 4
BPAG_0000685801-mRNA-1 110 64 137 120 127 62 104 72 332 246 246 108 100
BPAG_0000686101-mRNA-1 155 53 199 187 336 108 225 131 251 162 220 119 89
BPAG_0000686301-mRNA-1 51 64 61 43 62 70 32 33 42 10 58 17 60
BPAG_0000686401-mRNA-1 0 54 85 1 2 53 0 44 137 2 131 3 101
BPAG_0000686501-mRNA-1 112 173 72 36 42 35 6 12 22 8 43 21 13
BPAG_0000686601-mRNA-1 134 67 940 800 3165 2127 762 494 55 43 71 30 3
BPAG_0000686901-mRNA-1 282 81 201 148 209 121 223 171 319 192 162 84 41
BPAG_0000687101-mRNA-1 1 0 0 0 0 1 0 0 226 192 1 0 0
BPAG_0000687201-mRNA-1 1762 856 801 729 820 408 675 465 2533 1855 1785 893 640
BPAG_0000687301-mRNA-1 1579 852 10 11 0 3 2 0 3 1 5 8 3
BPAG_0000687601-mRNA-1 95 74 174 107 136 107 99 104 179 102 225 65 79
BPAG_0000687701-mRNA-1 256 97 131 130 48 29 99 66 192 106 93 46 337
BPAG_0000687801-mRNA-1 67 37 36 23 5 1 22 21 11 1 23 12 84
BPAG_0000688201-mRNA-1 53 20 45 52 78 36 53 19 112 71 112 79 64
BPAG_0000688501-mRNA-1 11 51 70 10 17 42 7 52 84 23 38 7 10
BPAG_0000688701-mRNA-1 20 17 31 19 14 31 18 22 129 43 90 46 29
BPAG_0000688801-mRNA-1 187 96 329 214 330 213 252 201 566 255 492 207 148
BPAG_0000688901-mRNA-1 2 37 180 6 8 84 3 65 82 6 38 6 45
BPAG_0000689001-mRNA-1 6343 2910 5582 3482 22187 13300 7453 4940 9073 4756 6564 2066 1536
BPAG_0000689101-mRNA-1 357 99 209 231 252 102 214 120 305 249 190 93 58
BPAG_0000689201-mRNA-1 19 12 62 54 37 17 86 65 264 179 595 487 4675
BPAG_0000689401-mRNA-1 330 100 309 359 352 118 223 142 458 347 393 280 335
BPAG_0000689501-mRNA-1 112 57 72 89 116 65 107 69 164 129 113 74 212
BPAG_0000689601-mRNA-1 75 62 236 72 109 116 90 116 288 98 320 145 270
BPAG_0000689701-mRNA-1 2 89 211 6 19 192 8 263 38 2 33 2 2
BPAG_0000690001-mRNA-1 313 144 236 204 310 170 291 186 683 462 804 493 289
BPAG_0000690101-mRNA-1 435 101 154 253 268 101 158 96 187 158 373 263 188
BPAG_0000690201-mRNA-1 67 50 91 46 63 59 34 51 102 23 176 71 97
BPAG_0000690301-mRNA-1 12 13 45 20 24 19 9 28 24 14 13 4 10
BPAG_0000690401-mRNA-1 0 2 1 0 2 0 0 0 0 0 211 117 2
BPAG_0000690601-mRNA-1 0 0 0 1 1 1 0 0 83 49 1 1 0
BPAG_0000690701-mRNA-1 24 7 7 18 171 84 7 2 14 11 17 23 41
BPAG_0000690801-mRNA-1 30 237 505 13 22 167 14 235 220 12 309 30 276
BPAG_0000691001-mRNA-1 382 158 3 9 1 1 9 4 8 6 6 7 0
BPAG_0000691101-mRNA-1 69 14 64 93 111 39 70 37 101 60 90 54 59
BPAG_0000691301-mRNA-1 47 20 68 51 42 20 53 35 83 54 79 65 33
BPAG_0000691401-mRNA-1 55 19 24 31 18 12 6 6 97 75 23 11 23
BPAG_0000691701-mRNA-1 2 24 37 0 4 103 0 24 10 1 5 0 5
BPAG_0000692001-mRNA-1 80 117 276 56 77 156 59 153 508 125 302 64 123
BPAG_0000692201-mRNA-1 18 15 31 11 15 25 3 15 85 27 108 18 21
BPAG_0000692401-mRNA-1 4 848 1234 8 8 1047 7 1166 1510 7 460 5 174
BPAG_0000692601-mRNA-1 44 27 28 19 44 28 15 25 15 10 44 11 32
BPAG_0000692801-mRNA-1 1788 463 174 280 109 35 164 100 153 117 189 94 96
BPAG_0000692901-mRNA-1 254 70 197 198 249 134 190 116 350 281 353 214 157
BPAG_0000693001-mRNA-1 28 6 59 71 42 23 15 6 14 5 15 18 21
BPAG_0000693201-mRNA-1 493 129 173 160 40 14 112 97 78 60 32 22 328
BPAG_0000693401-mRNA-1 2 24 15 2 2 11 0 27 25 0 11 0 7
BPAG_0000693501-mRNA-1 40 14 68 49 67 33 21 17 55 24 115 65 100
BPAG_0000693701-mRNA-1 19 29 51 11 16 39 10 16 51 14 101 27 22
BPAG_0000693801-mRNA-1 43 24 29 21 10 7 20 10 35 24 45 28 32
BPAG_0000693901-mRNA-1 19 8 41 28 45 32 50 38 270 153 240 110 32
BPAG_0000694301-mRNA-1 170 75 214 158 202 84 132 117 263 177 377 211 124
BPAG_0000694501-mRNA-1 0 0 0 0 0 0 0 0 1 0 344 168 0
BPAG_0000694601-mRNA-1 1 42 54 0 1 7 0 24 22 0 51 1 8
BPAG_0000694701-mRNA-1 26 5 55 58 23 17 31 17 12 8 35 22 2
BPAG_0000694901-mRNA-1 41 8 43 32 15 6 5 4 5 2 6 8 9
BPAG_0000695001-mRNA-1 3 0 0 1 0 1 1 0 112 81 34 20 134
BPAG_0000695101-mRNA-1 71 27 62 59 37 34 100 43 69 52 44 32 35
BPAG_0000695201-mRNA-1 129 48 210 201 260 87 182 92 428 375 644 459 224
BPAG_0000695601-mRNA-1 0 0 1 0 0 0 0 0 109 119 3 4 4
BPAG_0000695801-mRNA-1 13 3 18 16 105 50 33 17 43 22 11 5 2
BPAG_0000696001-mRNA-1 1 56 232 2 1 49 1 131 95 0 174 5 19
BPAG_0000696201-mRNA-1 29 26 76 15 23 33 16 41 87 22 131 47 39
BPAG_0000696401-mRNA-1 70 29 106 92 83 35 46 66 94 74 283 168 89
BPAG_0000696501-mRNA-1 34 15 61 31 29 28 26 32 167 96 102 42 46
BPAG_0000696601-mRNA-1 154 76 271 205 391 154 220 142 440 276 418 202 196
BPAG_0000696701-mRNA-1 133 60 135 98 113 75 105 60 228 126 240 128 117
BPAG_0000696801-mRNA-1 49 11 58 26 21 16 16 15 33 16 38 25 18
BPAG_0000697001-mRNA-1 33 13 31 26 181 72 50 29 45 29 10 12 1
BPAG_0000697101-mRNA-1 17 10 17 11 9 3 9 2 95 95 610 165 13
BPAG_0000697201-mRNA-1 3 1 7 11 2133 654 52 71 92 73 257 305 6
BPAG_0000697301-mRNA-1 64 58 180 58 101 82 65 104 196 79 211 95 176
BPAG_0000697401-mRNA-1 0 0 0 1 0 0 1 0 238 235 0 1 0
BPAG_0000697501-mRNA-1 56 39 78 55 54 43 47 44 124 62 455 264 105
BPAG_0000697801-mRNA-1 163 52 219 199 193 98 178 122 269 196 258 159 134
BPAG_0000698001-mRNA-1 59 123 248 23 38 179 31 113 183 49 252 69 83
BPAG_0000698301-mRNA-1 31 23 36 33 70 21 35 30 89 60 64 14 115
BPAG_0000698401-mRNA-1 2795 1300 1237 1861 4627 1743 1359 759 544 392 297 200 757
BPAG_0000698501-mRNA-1 60 46 65 63 48 61 37 24 54 21 32 18 33
BPAG_0000698601-mRNA-1 153 43 89 101 86 29 80 28 92 83 65 54 4
BPAG_0000698801-mRNA-1 9 43 76 11 5 23 8 35 58 11 158 28 100
BPAG_0000698901-mRNA-1 104 78 287 130 174 167 101 131 316 147 273 128 102
BPAG_0000699001-mRNA-1 17 6 42 14 15 20 16 23 79 32 125 32 55
BPAG_0000699201-mRNA-1 11 1 4 5 6 3 0 0 70 70 3 6 10
BPAG_0000699301-mRNA-1 134 417 671 109 178 500 136 439 475 104 436 138 231
BPAG_0000699401-mRNA-1 140 200 438 127 114 255 100 215 382 91 1086 305 491
BPAG_0000699701-mRNA-1 1 0 0 0 2 0 0 1 1 1 183 157 0
BPAG_0000699801-mRNA-1 145 66 36 28 13 8 16 18 12 6 51 16 9
BPAG_0000699901-mRNA-1 22 23 56 17 18 58 13 25 59 25 62 8 43
BPAG_0000700301-mRNA-1 43 25 102 78 43 31 45 24 67 39 126 73 55
BPAG_0000700401-mRNA-1 73 77 181 63 34 79 51 79 51 13 149 33 39
BPAG_0000700601-mRNA-1 78 32 121 64 69 61 42 58 326 166 262 102 122
BPAG_0000700701-mRNA-1 1 33 82 3 6 54 5 35 89 5 85 12 76
BPAG_0000700901-mRNA-1 69 65 146 33 22 82 34 64 84 15 131 33 37
BPAG_0000701101-mRNA-1 25 7 52 42 131 47 41 22 20 19 6 1 1
BPAG_0000701201-mRNA-1 32 31 87 60 73 45 58 54 79 30 109 56 61
BPAG_0000701301-mRNA-1 3 1 1 5 3 3 3 2 360 330 2 0 0
BPAG_0000701401-mRNA-1 2 18 50 4 4 107 3 24 15 1 17 1 5
BPAG_0000701501-mRNA-1 172 86 179 188 228 129 124 107 223 124 218 114 139
BPAG_0000701901-mRNA-1 93 27 176 195 210 83 134 52 84 56 53 29 19
BPAG_0000702101-mRNA-1 0 0 0 0 2 0 0 4 415 172 83 42 0
BPAG_0000702201-mRNA-1 32 15 27 34 50 21 42 23 71 56 55 28 31
BPAG_0000702401-mRNA-1 0 2 3 6 5 3 6 6 15 6 251 149 6
BPAG_0000702601-mRNA-1 4 19 5 0 55 193 4 18 13 5 17 4 7
BPAG_0000702701-mRNA-1 0 0 0 0 3 4 1 0 122 61 0 1 0
BPAG_0000702901-mRNA-1 266 102 231 210 200 124 167 109 349 240 380 200 179
BPAG_0000703001-mRNA-1 6 34 35 0 2 57 0 100 183 2 34 0 4
BPAG_0000703101-mRNA-1 23 15 25 14 109 70 28 19 28 16 46 55 2
BPAG_0000703201-mRNA-1 60 94 216 41 53 140 26 126 237 42 272 54 217
BPAG_0000703301-mRNA-1 16 12 28 14 18 13 13 17 44 16 52 12 28
BPAG_0000703501-mRNA-1 0 0 1 0 0 0 0 0 64 63 3 0 0
BPAG_0000703601-mRNA-1 26 28 48 10 8 22 5 20 475 123 154 31 48
BPAG_0000703701-mRNA-1 81 50 136 91 96 72 91 69 211 136 202 107 73
BPAG_0000703901-mRNA-1 79 26 110 81 160 64 106 66 92 51 95 63 46
BPAG_0000704001-mRNA-1 29 20 32 37 38 30 41 24 116 40 70 42 57
BPAG_0000704101-mRNA-1 56 260 366 50 68 252 44 201 435 67 166 26 46
BPAG_0000704201-mRNA-1 13 9 23 13 33 13 27 11 40 28 47 36 42
BPAG_0000704301-mRNA-1 68 33 40 42 128 37 70 40 28 19 47 42 18
BPAG_0000704401-mRNA-1 55 90 81 18 23 87 20 65 144 34 189 47 66
BPAG_0000704801-mRNA-1 55 57 180 34 28 47 33 77 119 42 107 25 21
BPAG_0000704901-mRNA-1 11 7 2 0 29 18 64 72 49 42 61 26 28
BPAG_0000705101-mRNA-1 121 24 60 98 43 25 26 14 16 7 4 2 1
BPAG_0000705301-mRNA-1 353 131 184 184 348 183 212 116 214 134 501 395 170
BPAG_0000705401-mRNA-1 92 28 63 53 51 22 17 26 52 20 194 102 73
BPAG_0000705501-mRNA-1 14 39 54 8 9 26 4 17 42 7 93 23 32
BPAG_0000705601-mRNA-1 73 80 110 71 54 53 85 98 40 13 26 5 0
BPAG_0000705701-mRNA-1 38 43 72 47 98 53 111 119 54 16 8 11 19
BPAG_0000705801-mRNA-1 66 15 28 52 36 22 24 14 37 26 29 12 0
BPAG_0000705901-mRNA-1 3 1 3 1 1 3 1 1 1886 1459 17 3 31
BPAG_0000706001-mRNA-1 313 183 582 388 136 88 350 289 320 187 525 254 210
BPAG_0000706301-mRNA-1 0 17 84 3 2 42 1 30 38 1 11 0 14
BPAG_0000706501-mRNA-1 50 16 76 80 75 12 70 35 45 27 105 103 33
BPAG_0000706601-mRNA-1 2 2 14 10 11 5 20 7 339 274 49 47 21
BPAG_0000706801-mRNA-1 22 33 103 33 32 44 28 40 114 33 130 50 102
BPAG_0000706901-mRNA-1 0 1 2 0 0 0 1 0 201 180 1 4 0
BPAG_0000707001-mRNA-1 56 64 115 45 57 54 40 62 203 89 213 101 105
BPAG_0000707101-mRNA-1 29 16 39 50 60 24 63 58 157 108 222 136 44
BPAG_0000707401-mRNA-1 32 9 42 42 41 23 50 33 15 10 13 11 3
BPAG_0000707501-mRNA-1 4 19 36 4 4 9 8 24 29 7 65 12 27
BPAG_0000707901-mRNA-1 2 102 238 6 3 102 5 106 170 5 87 9 38
BPAG_0000708101-mRNA-1 22 21 71 9 37 42 27 30 108 34 93 52 40
BPAG_0000708301-mRNA-1 40 44 86 61 46 30 27 38 187 94 111 53 64
BPAG_0000708601-mRNA-1 0 0 1 0 0 1 1 0 76 39 9 3 0
BPAG_0000708901-mRNA-1 38 24 71 57 65 31 38 35 105 76 65 22 27
BPAG_0000709001-mRNA-1 16 157 192 6 7 122 6 114 131 4 118 8 23
BPAG_0000709101-mRNA-1 2195 877 1243 1329 1321 434 1094 797 957 680 1011 741 289
BPAG_0000709201-mRNA-1 4110 2482 1980 2269 3607 1728 3010 1882 2405 1394 669 441 427
BPAG_0000709301-mRNA-1 12 17 43 11 12 29 14 28 104 22 163 43 54
BPAG_0000709401-mRNA-1 5 7 28 17 19 9 13 8 45 28 67 31 10
BPAG_0000709501-mRNA-1 334 105 214 291 584 231 272 134 465 343 409 291 148
BPAG_0000709601-mRNA-1 70 46 62 35 27 43 17 43 17 12 15 15 18
BPAG_0000709701-mRNA-1 28 4 10 12 18 8 13 10 458 330 50 48 4
BPAG_0000709801-mRNA-1 44 26 55 33 33 51 26 27 160 68 111 59 86
BPAG_0000709901-mRNA-1 2696 1741 2104 2463 3040 1238 1763 1108 692 402 570 393 695
BPAG_0000710001-mRNA-1 0 0 2 0 4 2 1 2 26 19 560 363 0
BPAG_0000710201-mRNA-1 15 16 27 12 20 16 20 16 95 29 59 22 20
BPAG_0000710301-mRNA-1 0 37 286 4 4 185 5 191 549 13 341 8 62
BPAG_0000710401-mRNA-1 1 1 0 0 0 0 0 0 1 0 61 50 0
BPAG_0000710501-mRNA-1 167 129 338 152 200 182 147 168 463 212 586 210 217
BPAG_0000710601-mRNA-1 40 15 43 32 36 17 28 22 184 86 186 83 26
BPAG_0000710801-mRNA-1 37 17 86 46 67 54 54 45 153 89 162 77 55
BPAG_0000711001-mRNA-1 68 27 43 44 49 31 38 38 121 79 120 72 63
BPAG_0000711201-mRNA-1 47 35 76 27 41 33 38 52 169 67 206 81 85
BPAG_0000711701-mRNA-1 0 0 0 0 0 0 0 0 0 0 116 60 2
BPAG_0000711901-mRNA-1 5 6 1 4 1 3 2 1 457 423 7 0 7
BPAG_0000712001-mRNA-1 107 71 163 148 189 134 143 110 295 185 300 149 179
BPAG_0000712101-mRNA-1 193 68 65 47 31 31 42 33 96 57 152 105 14
BPAG_0000712201-mRNA-1 90 44 88 54 87 105 34 29 66 42 185 45 115
BPAG_0000712301-mRNA-1 1 0 1 0 2 0 0 0 1 0 508 217 0
BPAG_0000712401-mRNA-1 178 75 236 216 217 93 136 92 507 285 414 282 230
BPAG_0000712501-mRNA-1 1634 558 169 209 102 21 155 120 60 100 42 24 26
BPAG_0000712601-mRNA-1 1 1 2 2 0 1 1 0 234 87 31 13 2
BPAG_0000712701-mRNA-1 65 14 49 65 81 37 69 33 134 106 81 65 58
BPAG_0000712801-mRNA-1 536 421 910 251 502 538 425 470 572 248 475 114 130
BPAG_0000713001-mRNA-1 11 12 28 16 19 18 24 5 41 30 33 33 18
BPAG_0000713101-mRNA-1 2 2 1 3 6 4 5 3 38 19 74 28 4
BPAG_0000713301-mRNA-1 43 11 9 16 7 11 8 9 42 30 38 23 33
BPAG_0000713401-mRNA-1 15 4 20 16 23 9 29 16 98 63 28 13 172
BPAG_0000713501-mRNA-1 8 4 7 17 8 5 6 3 98 85 22 20 13
BPAG_0000713601-mRNA-1 82 30 44 42 51 11 28 25 80 46 75 48 37
BPAG_0000713801-mRNA-1 91 68 155 96 113 120 97 88 400 176 311 124 165
BPAG_0000713901-mRNA-1 30 33 80 44 114 101 22 75 164 36 74 17 59
BPAG_0000714001-mRNA-1 9 4 14 23 19 5 19 12 66 50 3 0 11
BPAG_0000714101-mRNA-1 0 0 2 0 2 0 0 0 533 249 5 0 1
BPAG_0000714401-mRNA-1 2 1 0 0 0 0 2 1 2 5 913 550 0
BPAG_0000714501-mRNA-1 297 76 137 144 66 18 112 60 71 42 43 18 245
BPAG_0000714601-mRNA-1 115 29 47 66 67 39 28 15 86 62 61 31 5
BPAG_0000714701-mRNA-1 73 44 30 16 26 20 4 7 63 36 13 19 46
BPAG_0000714801-mRNA-1 7 23 97 3 2 62 8 36 66 5 50 2 25
BPAG_0000714901-mRNA-1 903 471 152 180 326 124 198 114 277 178 75 36 92
BPAG_0000715001-mRNA-1 112 36 67 87 94 39 68 43 83 58 123 84 79
BPAG_0000715501-mRNA-1 22 18 43 10 11 31 9 41 372 66 255 36 4
BPAG_0000715801-mRNA-1 19044 10141 3701 5499 8112 2971 3281 3313 4028 2183 1411 754 2580
BPAG_0000715901-mRNA-1 72 31 105 61 60 48 46 54 150 67 151 83 99
BPAG_0000716001-mRNA-1 233 130 225 172 154 125 163 136 623 327 337 172 1786
BPAG_0000716101-mRNA-1 383 217 99 62 252 117 118 75 109 46 98 72 110
BPAG_0000716201-mRNA-1 45 28 99 24 73 67 26 36 62 28 41 18 26
BPAG_0000716301-mRNA-1 3 1 1 2 1 0 0 1 136 148 3 2 6
BPAG_0000716401-mRNA-1 20 17 29 20 51 16 33 6 23 18 22 23 11
BPAG_0000716501-mRNA-1 15 14 29 44 33 9 32 24 46 33 47 33 88
BPAG_0000716601-mRNA-1 492 168 140 175 141 51 132 73 127 103 195 178 130
BPAG_0000716701-mRNA-1 946 381 341 405 275 139 272 151 339 244 476 367 371
BPAG_0000716901-mRNA-1 15 11 119 44 82 85 28 53 69 21 153 27 20
BPAG_0000717001-mRNA-1 2 3 5 6 8 4 127 139 316 180 99 31 5
BPAG_0000717101-mRNA-1 2712 1065 158 264 162 98 130 93 141 161 153 42 63
BPAG_0000717201-mRNA-1 781 176 709 772 773 284 817 388 475 434 1113 756 181
BPAG_0000717401-mRNA-1 581 212 694 466 1790 815 774 430 411 264 396 196 23
BPAG_0000717601-mRNA-1 106 41 77 99 150 48 97 45 226 180 175 123 127
BPAG_0000717701-mRNA-1 358 407 756 495 737 621 436 509 535 286 384 149 149
BPAG_0000717801-mRNA-1 0 1 0 2 9 2 5 4 11 3 58 60 0
BPAG_0000717901-mRNA-1 379 151 476 514 676 429 491 273 550 349 827 412 194
BPAG_0000718401-mRNA-1 126 42 88 82 11389 6448 82 54 264 202 2728 4944 54
BPAG_0000718501-mRNA-1 23 11 20 21 37 18 24 24 103 65 27 9 22
BPAG_0000718901-mRNA-1 205 67 212 229 287 135 214 132 532 371 512 290 176
BPAG_0000719101-mRNA-1 0 19 31 0 2 15 1 32 196 1 127 2 26
BPAG_0000719201-mRNA-1 129 31 70 66 57 27 54 22 139 116 109 150 65
BPAG_0000719301-mRNA-1 47 30 25 8 45 23 21 14 9 8 11 3 3
BPAG_0000719401-mRNA-1 60 33 77 82 97 48 67 53 132 96 258 127 46
BPAG_0000719701-mRNA-1 7 29 31 2 4 21 3 6 44 7 81 27 15
BPAG_0000719901-mRNA-1 150 70 17 24 9 4 28 6 13 5 16 7 6
BPAG_0000720201-mRNA-1 32 12 54 41 45 18 31 31 28 9 19 12 42
BPAG_0000720401-mRNA-1 114 47 68 87 116 45 80 50 239 182 135 84 71
BPAG_0000720501-mRNA-1 27 7 17 27 74 56 37 21 1 1 7 5 4
BPAG_0000720601-mRNA-1 36 16 45 52 45 29 40 22 35 28 71 43 31
BPAG_0000720701-mRNA-1 128 76 140 130 108 70 73 69 279 138 376 177 155
BPAG_0000721001-mRNA-1 81 133 334 40 37 64 37 120 222 47 478 143 100
BPAG_0000721101-mRNA-1 142 79 207 176 320 152 183 99 106 65 138 118 69
BPAG_0000721301-mRNA-1 43 1162 1778 54 52 963 44 1452 1435 34 878 50 627
BPAG_0000721401-mRNA-1 24 6 71 35 89 45 45 35 111 61 141 68 78
BPAG_0000721601-mRNA-1 35 39 41 26 69 53 33 27 37 26 29 20 16
BPAG_0000721801-mRNA-1 268 98 200 220 236 92 174 106 342 227 464 325 192
BPAG_0000721901-mRNA-1 52427 26308 25273 29349 35838 14997 30619 20643 26457 18154 20969 9945 4921
BPAG_0000722001-mRNA-1 430 185 186 298 299 112 210 117 233 200 243 174 211
BPAG_0000722101-mRNA-1 29 29 94 21 36 42 28 43 62 10 132 37 71
BPAG_0000722201-mRNA-1 26 9 28 23 94231 59376 14 22 51 33 35 21 17
BPAG_0000722301-mRNA-1 379 165 340 197 673 397 132 89 66 42 170 131 58
BPAG_0000722801-mRNA-1 32 25 71 72 60 47 49 35 52 30 30 10 4
